联系方式,#genre#
RTHK-34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
RTHK-35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
香港面包,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
香港_C+_,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
澳视澳门,http://cdn.163189.xyz/live/asam/stream.m3u8


民视闽南,rtmp://f13h.mine.nu/sat/tv051
中视闽南,rtmp://f13h.mine.nu/sat/tv091
华视闽南,rtmp://f13h.mine.nu/sat/tv111
台视闽南,rtmp://f13h.mine.nu/sat/tv071
东森超视,rtmp://f13h.mine.nu/sat/tv331
东森财经,http://103.193.151.158:8500/live.m3u8?c=6
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
Astv亚洲卫视,https://play-hsbj.vzan.com/slowlive/821481626725612417/live.m3u8

tvbs闽南,http://61.221.215.25:8800/hls/9/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
动物星球国,http://61.221.215.25:8800/hls/57/index.m3u8
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
纬来体育,rtmp://f13h.mine.nu/sat/tv721
DAZN体育壹,rtmp://f13h.mine.nu/sat/tv731
DAZN体育贰,rtmp://f13h.mine.nu/sat/tv741
amc电影英,http://61.221.215.25:8800/hls/43/index.m3u8
ASC搜索英,http://61.221.215.25:8800/hls/50/index.m3u8
Diso综合英,http://61.221.215.25:8800/hls/1/index.m3u8
momoTV,rtmp://f13h.mine.nu/sat/tv761





香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
凤凰卫视,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
无线新闻,http://cdn9.1689.us.kg/smt1.1.php?id=inews_twn
无线新闻,http://zsntlqj.xicp.net:8896/bysid/83.m3u8
无线华丽,http://cdn9.1689.us.kg/smt1.1.php?id=Tvbjade
无线华丽,http://php.jdshipin.com/smt.php?id=Tvbjade
无线华丽,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
无线翡翠,http://php.jdshipin.com/smt.php?id=jade_twn
无线翡翠,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
无线翡翠,http://cdn.iptv8k.top/dl/jspd.php?id=3
无线星河,http://php.jdshipin.com/smt.php?id=Xinhe
无线星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰中文,http://203.205.220.174:80/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰香港,http://203.205.220.174:80/qctv.fengshows.cn/live/0701phk72.m3u8
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
TVB翡翠,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn
TVB星河,http://cdn9.1689.us.kg/smt1.1.php?id=Xinhe
千禧经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
千禧经典,http://cdn9.1689.us.kg/smt1.1.php?id=Tvbclassic
RTHK-33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8
RTHK-34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
RTHK-35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
CHC动作电影,http://php.jdshipin.com:8880/TVOD/iptv.php?id=chcdzdy
CHC家庭影院,http://php.jdshipin.com:8880/TVOD/iptv.php?id=chcjtyy
CHC影迷电影,http://php.jdshipin.com:8880/TVOD/iptv.php?id=chcymdy
Astr剧集,http://php.jdshipin.com:8880/TVOD/iptv.php?id=aod
美亚电影频粤,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya
香港面包,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
澳门莲花,http://php.jdshipin.com:8880/amlh.php

澳视澳门,http://cdn.163189.xyz/live/asam/stream.m3u8
pₒₚc电影,http://go1.bkpcp.top/tl/popc
无线星河频道,http://go1.bkpcp.top/tl/null-7
无线综合频道,http://go1.bkpcp.top/tl/null-3
无线粤片频道,http://go1.bkpcp.top/tl/null-10
无线华剧频道,http://go1.bkpcp.top/tl/null-4
黄金翡翠频道,http://go1.bkpcp.top/tl/null-2
黄金华剧频道,http://go1.bkpcp.top/tl/null-9
天映经典频道,http://go1.bkpcp.top/tl/null-1
美亚电影频道,http://go1.bkpcp.top/tl/null-5
东森电影频道,http://go1.bkpcp.top/tl/null-11
中国电影频道,http://go1.bkpcp.top/tl/null-6
中天新聞,http://222.128.55.152:9080/live/fc.m3u8
翡翠,http://cdn.163189.xyz/live/fct4k/stream.m3u8
TVBPLUS,http://cdn.163189.xyz/live/tvbp/stream.m3u8
凤凰中文,http://cdn.163189.xyz/live/fhzw/stream.m3u8
HOY78,http://cdn.163189.xyz/live/hoy/stream.m3u8

澳视卫星,http://cdn.163189.xyz/live/as/stream.m3u8
TVB PLUS,http://cdn.163189.xyz/live/?id=tvbp
凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx
凤凰中文,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct2
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct4
TVB Plus,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbp
HOY TV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hoytv
RHK31,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk31
RHK32,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk32
星空卫视,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
千禧经典,http://php.jdshipin.com/TVOD/iptv.php?id=tvbc
RTHK-33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8
RTHK-34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
RTHK-35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
耀才财经频道,https://v3.mediacast.hk/webcast/bshdlive-pc/chunklist_w99771165.m3u8
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视卫星,http://php.jdshipin.com/TVOD/iptv.php?id=as

湾湾频道,#genre#

中天新闻频高,http://ali.hlspull.yximgs.com/live/_______CTI__HD.flv
中天新闻频高,https://gdfire2.67890123.cn:8088/live/ztxw.m3u8
中天新闻频高,http://aktv-stream.m16tv.cfd/stream/aktv/null-6/AKTV.m3u8
中天新闻频加,http://ali.hlspull.yximgs.com/live/_______CTI_2_HD.flv
中天新闻频加,https://gdfire2.67890123.cn:8088/live/ztxw2.m3u8
有线新闻频粤,http://live4play.uk/livehttpplay?channel_id=20191
无线新闻频粤,http://php.jdshipin.com/PLTV/iptv.php?id=wxxwt
Now新闻频粤,http://live4play.uk/livehttpplay?channel_id=20041
Now新闻频粤,https://gdfire2.67890123.cn:8088/live/nowxw.m3u8
Plus综合频高,http://php.jdshipin.com/PLTV/iptv.php?id=tvbp
TVBJ1美频高,http://php.jdshipin.com/PLTV/iptv.php?id=j1
TVB翡翠频高,http://zb.xmzb.xyz/888.php?id=be一翡翠台
TVB翡翠频高,https://gdfire2.67890123.cn:8088/live/jade.m3u8
pₒₚc电影频标,http://go1.bkpcp.top/tl/popc
凤凰中文频高,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰中文频高,https://cdn.163189.xyz/live/fhzw/stream.m3u8
凤凰中文频标,http://43.129.81.169/qctv.fengshows.cn/live/0701pcc72.flv
凤凰资讯频高,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰资讯频高,https://cdn6.163189.xyz/live/fhzx/stream.m3u8
凤凰资讯频标,http://43.129.81.169/qctv.fengshows.cn/live/0701pin72.flv
凤凰香港频高,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰香港频高,https://cdn6.163189.xyz/live/fhhk/stream.m3u8
凤凰香港频标,http://43.129.81.169/qctv.fengshows.cn/live/0701phk72.flv
中天新闻频高,http://122.117.71.103:8540/中天新闻.m3u8
有线新闻频道,http://beishan008.asuscomm.com:8891/bysid/78.m3u8
有线综合频粤,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2
有线综合频国,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
无线新闻频高,http://php.jdshipin.com/smt.php?id=inews_twn
无线新闻频标,http://go1.bkpcp.top/tl/null-11 
无线翡翠频4k,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
无线翡翠频4k,http://cdn.163189.xyz/live/fct4k/stream.m3u8
无线翡翠频高,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
无线翡翠频高,https://cdn3.163189.xyz/live/live2.1.php?id.m3u8
无线翡翠频高,http://php.jdshipin.com/TVOD/iptv.php?id=fct2
无线翡翠频标,http://php.jdshipin.com/smt.php?id=jade_twn
无线翡翠频标,http://php.jdshipin.com/TVOD/iptv.php?id=fct
无线华丽频标,http://php.jdshipin.com/smt.php?id=Tvbjade
无线千禧频标,http://php.jdshipin.com/smt.php?id=Tvbclassic
天映频道频标,http://php.jdshipin.com/smt.php?id=Celestial
天映经典频标,http://php.jdshipin.com/smt.php?id=Celestial2
无线明珠粤高,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
无线明珠粤标,http://go1.bkpcp.top/tl/null-12
无线明珠英标,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
无线星河频标,http://php.jdshipin.com/smt.php?id=Xinhe
无线星河频标,http://go1.bkpcp.top/tl/null-7
无线娱乐频标,http://php.jdshipin.com/smt.php?id=Tvbentertainment 
无线娱乐频标,http://go1.bkpcp.top/tl/null-14
无线综合频道,http://go1.bkpcp.top/tl/null-3
无线戏曲频道,http://go1.bkpcp.top/tl/null-15
无线粤片频道,http://go1.bkpcp.top/tl/null-10
无线华剧频道,http://go1.bkpcp.top/tl/null-4
无线亚剧频道,http://go1.bkpcp.top/tl/null-13
黄金翡翠频道,http://go1.bkpcp.top/tl/null-2
黄金华剧频道,http://go1.bkpcp.top/tl/null-9
天映经典频道,http://go1.bkpcp.top/tl/null-1
美亚电影频高,http://php.jdshipin.com/TVOD/iptv.php?id=meiya  
美亚电影频标,http://go1.bkpcp.top/tl/null-5
中国电影频标,http://go1.bkpcp.top/tl/null-6



澳视澳门频高,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视卫星频高,http://php.jdshipin.com/TVOD/iptv.php?id=as
VIUTV粤频标,http://php.jdshipin.com/TVOD/iptv.php?id=viutv
RTHK-31频高,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
RTHK-31频高,https://cdn5.163189.xyz/live/rthk31/stream.m3u8
RTHK-32频高,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
RTHK-32频高,https://cdn5.163189.xyz/live/rthk32/stream.m3u8
RTHK-33频高,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
八度空间频高,https://cdn6.163189.xyz/live/8tv/stream.m3u8
八度空间频标,http://php.jdshipin.com/smt.php?id=TV8
新加CHU频高,https://cdn6.163189.xyz/live/chu/stream.m3u8
新加CH5频高,https://cdn6.163189.xyz/live/ch5/stream.m3u8


凤凰中文频高,http://php.jdshipin.com/PLTV/iptv.php?id=fhzw
凤凰资讯频高,http://php.jdshipin.com/PLTV/iptv.php?id=fhzx
凤凰香港频高,http://php.jdshipin.com/PLTV/iptv.php?id=fhhk
有线综合粤高,http://php.jdshipin.com/PLTV/iptv.php?id=hoytv2
有线综合国高,http://php.jdshipin.com/PLTV/iptv.php?id=hoytv
无线新闻频高,http://php.jdshipin.com/PLTV/iptv.php?id=wxxwt
无线翡翠频4k,http://php.jdshipin.com/PLTV/iptv.php?id=fct4
无线翡翠频高,http://php.jdshipin.com/PLTV/iptv.php?id=fct3
无线翡翠频高,http://php.jdshipin.com/PLTV/iptv.php?id=fct2
无线翡翠频标,http://php.jdshipin.com/PLTV/iptv.php?id=fct
无线华丽国标,http://php.jdshipin.com/PLTV/iptv.php?id=huali
无线明珠粤高,http://php.jdshipin.com/PLTV/iptv.php?id=mzt2
无线明珠频标,http://php.jdshipin.com/PLTV/iptv.php?id=mzt
无线娱乐频标,http://php.jdshipin.com/PLTV/iptv.php?id=tvbylxw
无线星河频标,http://php.jdshipin.com/PLTV/iptv.php?id=tvbxh
无线星河频标,http://php.jdshipin.com/PLTV/iptv.php?id=xinghe
无线千禧频标,http://php.jdshipin.com/PLTV/iptv.php?id=tvbc
美亚电影频标,http://php.jdshipin.com/PLTV/iptv.php?id=meiya
VIUTV粤频标,http://php.jdshipin.com/PLTV/iptv.php?id=viutv2
RTHK-31频高,http://php.jdshipin.com/PLTV/iptv.php?id=rthk31
RTHK-32频高,http://php.jdshipin.com/PLTV/iptv.php?id=rthk32
AstroRio频标,http://php.jdshipin.com/PLTV/iptv.php?id=aod
澳门Mac频高,http://php.jdshipin.com/PLTV/iptv.php?id=as
澳视澳门频高,http://php.jdshipin.com/PLTV/iptv.php?id=asam
重温经典频高,http://php.jdshipin.com/PLTV/iptv.php?id=cwjd

粤港澳台,#genre#
凤凰中文频高,http://live4play.uk/livehttpplay?channel_id=30014
凤凰资讯频高,http://live4play.uk/livehttpplay?channel_id=30015
凤凰香港频高,http://live4play.uk/livehttpplay?channel_id=30016
有线新闻频标,http://live4play.uk/livehttpplay?channel_id=20191
Now新闻频标,http://live4play.uk/livehttpplay?channel_id=20041
美亚电影频标,http://live4play.uk/livehttpplay?channel_id=20197
天映电影频标,http://live4play.uk/livehttpplay?channel_id=10130
天映经典频标,http://live4play.uk/livehttpplay?channel_id=20063
凤凰中文频标,http://live4play.uk/livehttpplay?channel_id=20065
凤凰资讯频标,http://live4play.uk/livehttpplay?channel_id=20066
凤凰香港频标,http://live4play.uk/livehttpplay?channel_id=20067
东森新闻频标,http://live4play.uk/livehttpplay?channel_id=20082
三立新闻频标,http://live4play.uk/livehttpplay?channel_id=10126
年代新闻频标,http://live4play.uk/livehttpplay?channel_id=20033
非凡新闻频标,http://live4play.uk/livehttpplay?channel_id=20034
闽壹新闻频标,http://live4play.uk/livehttpplay?channel_id=20028
民视新闻频标,http://live4play.uk/livehttpplay?channel_id=20097
今日新闻频标,http://live4play.uk/livehttpplay?channel_id=20043
公视闽南频标,http://live4play.uk/livehttpplay?channel_id=20087
民视闽南频标,http://live4play.uk/livehttpplay?channel_id=20074
中视闽南频标,http://live4play.uk/livehttpplay?channel_id=20088
华视闽南频标,http://live4play.uk/livehttpplay?channel_id=20086
台视闽南频标,http://live4play.uk/livehttpplay?channel_id=20076
tvbs闽南频标,http://live4play.uk/livehttpplay?channel_id=20085
tvbs欢乐频标,http://live4play.uk/livehttpplay?channel_id=20105
tvbs精彩频标,http://live4play.uk/livehttpplay?channel_id=20136
三立戏剧频标,http://live4play.uk/livehttpplay?channel_id=10125
三立综合频标,http://live4play.uk/livehttpplay?channel_id=12038
三立都会频高,http://live4play.uk/livehttpplay?channel_id=20100
中天娱乐频高,http://live4play.uk/livehttpplay?channel_id=20079
中天综合频高,http://live4play.uk/livehttpplay?channel_id=20064
采昌综合频标,http://live4play.uk/livehttpplay?channel_id=20141
八大综合频标,http://live4play.uk/livehttpplay?channel_id=20068
八大精彩频标,http://live4play.uk/livehttpplay?channel_id=20052
八大第一频高,http://live4play.uk/livehttpplay?channel_id=20073
八大娱乐频高,http://live4play.uk/livehttpplay?channel_id=20071
东森戏剧频高,http://live4play.uk/livehttpplay?channel_id=20072
东森综合频标,http://live4play.uk/livehttpplay?channel_id=20104
东森财经频标,http://live4play.uk/livehttpplay?channel_id=20078
东森电影频标,http://live4play.uk/livehttpplay?channel_id=20077
东森洋片频标,http://live4play.uk/livehttpplay?channel_id=20080
龙华洋片频标,http://live4play.uk/livehttpplay?channel_id=20090
龙华偶像频标,http://live4play.uk/livehttpplay?channel_id=20023
龙华电影频标,http://live4play.uk/livehttpplay?channel_id=10129
龙祥时代频高,http://live4play.uk/livehttpplay?channel_id=20114
纬来电影频高,http://live4play.uk/livehttpplay?channel_id=20199
纬来戏剧频高,http://live4play.uk/livehttpplay?channel_id=20200
纬来综合频高,http://live4play.uk/livehttpplay?channel_id=20201
纬来育乐频高,http://live4play.uk/livehttpplay?channel_id=20202
纬来日本频高,http://live4play.uk/livehttpplay?channel_id=20303
靖天电影频标,http://live4play.uk/livehttpplay?channel_id=12037
大爱综合频标,http://live4play.uk/livehttpplay?channel_id=20032
国兴卫视频高,http://live4play.uk/livehttpplay?channel_id=20164
闽壹电影频高,http://live4play.uk/livehttpplay?channel_id=20108
好莱坞电影高,http://live4play.uk/livehttpplay?channel_id=20062
Fgm电影频标,http://live4play.uk/livehttpplay?channel_id=10123
Amc电影频标,http://live4play.uk/livehttpplay?channel_id=12036
Cinem电影标,http://live4play.uk/livehttpplay?channel_id=20047
HBo电影壹标,http://live4play.uk/livehttpplay?channel_id=20091
HBo电影贰标,http://live4play.uk/livehttpplay?channel_id=20092
HBo电影叁标,http://live4play.uk/livehttpplay?channel_id=20093
Discover频标,http://live4play.uk/livehttpplay?channel_id=20110
cn卡通频道标,http://live4play.uk/livehttpplay?channel_id=20048
尼克卡通频标,http://live4play.uk/livehttpplay?channel_id=20089
BBC地球频标,http://live4play.uk/livehttpplay?channel_id=20044
国家地理频标,http://live4play.uk/livehttpplay?channel_id=20037
动物星球频高,http://live4play.uk/livehttpplay?channel_id=20106
新加坡-8频标,http://live4play.uk/livehttpplay?channel_id=10132
DAZN壹频标,http://live4play.uk/livehttpplay?channel_id=10104
DAZN贰频标,http://live4play.uk/livehttpplay?channel_id=10105
博斯运动壹标,http://live4play.uk/livehttpplay?channel_id=10131
博斯运动贰标,http://live4play.uk/livehttpplay?channel_id=20311
博斯高球壹标,http://live4play.uk/livehttpplay?channel_id=20103
博斯高球贰标,http://live4play.uk/livehttpplay?channel_id=20117
ElaT体育壹标,http://live4play.uk/livehttpplay?channel_id=20129
纬来体育频高,http://live4play.uk/livehttpplay?channel_id=20120
五星体育频高,http://live4play.uk/livehttpplay?channel_id=20060

广东珠江频高,http://cdn2.132.us.kg/live/gdzj/stream.m3u8
广东体育频高,http://cdn2.132.us.kg/live/gdty/stream.m3u8
Plus综合频高,http://cdn.132.us.kg/live/tvbp/stream.m3u8
TVBJ1美频高,http://cdn3.132.us.kg/live/j1/stream.m3u8
凤凰中文频高,http://cdn.132.us.kg/live/fhzw/stream.m3u8
凤凰资讯频高,http://cdn3.132.us.kg/live/fhzx/stream.m3u8
凤凰香港频高,http://cdn3.132.us.kg/live/fhhk/stream.m3u8
有线综合频高,http://cdn.132.us.kg/live/hoy/stream.m3u8
无线新闻频高,http://cdn3.132.us.kg/live/wxxw/stream.m3u8
无线翡翠频高,http://cdn3.132.us.kg/live/fct/stream.m3u8
无线翡翠频4k,http://cdn.132.us.kg/live/fct4k/stream.m3u8
无线明珠频标,http://cdn5.132.us.kg/live/mzt/stream.m3u8
RTHK-31频高,http://cdn5.132.us.kg/live/rthk31/stream.m3u8
RTHK-32频高,http://cdn5.132.us.kg/live/rthk32/stream.m3u8
澳视澳门频高,http://cdn.132.us.kg/live/asam/stream.m3u8
澳视卫星频高,http://cdn.132.us.kg/live/as/stream.m3u8



龙华电影频高,https://cdn3.132.us.kg/live/lhdy/stream.m3u8
龙华经典频高,https://cdn3.132.us.kg/live/lhjd/stream.m3u8
龙华卡通频标,https://cdn3.132.us.kg/live/lhkt/stream.m3u8
龙华偶像频高,https://cdn3.132.us.kg/live/lhox/stream.m3u8
龙华日韩频高,https://cdn3.132.us.kg/live/lhrh/stream.m3u8
龙华戏剧频高,https://cdn3.132.us.kg/live/lhxj/stream.m3u8
央视综合频高,https://cdn5.132.us.kg/live/cctv1/stream.m3u8
八度空间频高,https://cdn6.132.us.kg/live/8tv/stream.m3u8
新加CHU频高,https://cdn6.132.us.kg/live/chu/stream.m3u8
新加CH5频高,https://cdn6.132.us.kg/live/ch5/stream.m3u8
新加CH8频高,https://cdn6.132.us.kg/live/ch8/stream.m3u8


咪咕赛事,#genre#
赛事睛彩竞技,http://111.22.153.159:35455/itv/3000000020000011528.m3u8?cdn=FifastbLive
赛事睛彩竞技,http://111.22.153.159:35455/itv/3000000020000011530.m3u8?cdn=FifastbLive
赛事睛彩篮球,http://111.22.153.159:35455/itv/3000000020000011529.m3u8?cdn=FifastbLive
赛事睛彩篮球,http://111.22.153.159:35455/itv/3000000020000011531.m3u8?cdn=FifastbLive
赛事咪咕播01,http://111.22.153.159:35455/itv/3000000001000005308.m3u8?cdn=FifastbLive
赛事咪咕播02,http://111.22.153.159:35455/itv/3000000001000005969.m3u8?cdn=FifastbLive
赛事咪咕播03,http://111.22.153.159:35455/itv/3000000001000007218.m3u8?cdn=FifastbLive
赛事咪咕播04,http://111.22.153.159:35455/itv/3000000001000008001.m3u8?cdn=FifastbLive
赛事咪咕播05,http://111.22.153.159:35455/itv/3000000001000008176.m3u8?cdn=FifastbLive
赛事咪咕播06,http://111.22.153.159:35455/itv/3000000001000008379.m3u8?cdn=FifastbLive
赛事咪咕播07,http://111.22.153.159:35455/itv/3000000001000010129.m3u8?cdn=FifastbLive
赛事咪咕播08,http://111.22.153.159:35455/itv/3000000001000010948.m3u8?cdn=FifastbLive
赛事咪咕播09,http://111.22.153.159:35455/itv/3000000001000026778.m3u8?cdn=FifastbLive
赛事咪咕播10,http://111.22.153.159:35455/itv/3000000001000028638.m3u8?cdn=FifastbLive
赛事咪咕播11,http://111.22.153.159:35455/itv/3000000001000031494.m3u8?cdn=FifastbLive
赛事咪咕播12,http://111.22.153.159:35455/itv/3000000010000000097.m3u8?cdn=FifastbLive
赛事咪咕播13,http://111.22.153.159:35455/itv/3000000010000002019.m3u8?cdn=FifastbLive
赛事咪咕播14,http://111.22.153.159:35455/itv/3000000010000002032.m3u8?cdn=FifastbLive
赛事咪咕播15,http://111.22.153.159:35455/itv/3000000010000002809.m3u8?cdn=FifastbLive
赛事咪咕播16,http://111.22.153.159:35455/itv/3000000010000003915.m3u8?cdn=FifastbLive
赛事咪咕播17,http://111.22.153.159:35455/itv/3000000010000004193.m3u8?cdn=FifastbLive
赛事咪咕播18,http://111.22.153.159:35455/itv/3000000010000004464.m3u8?cdn=FifastbLive
赛事咪咕播19,http://111.22.153.159:35455/itv/3000000010000005837.m3u8?cdn=FifastbLive
赛事咪咕播20,http://111.22.153.159:35455/itv/3000000010000006077.m3u8?cdn=FifastbLive
赛事咪咕播21,http://111.22.153.159:35455/itv/3000000010000006658.m3u8?cdn=FifastbLive
赛事咪咕播22,http://111.22.153.159:35455/itv/3000000010000006944.m3u8?cdn=FifastbLive
赛事咪咕播23,http://111.22.153.159:35455/itv/3000000010000007692.m3u8?cdn=FifastbLive
赛事咪咕播24,http://111.22.153.159:35455/itv/3000000010000009788.m3u8?cdn=FifastbLive
赛事咪咕播25,http://111.22.153.159:35455/itv/3000000010000010833.m3u8?cdn=FifastbLive
赛事咪咕播26,http://111.22.153.159:35455/itv/3000000010000011112.m3u8?cdn=FifastbLive
赛事咪咕播27,http://111.22.153.159:35455/itv/3000000010000011297.m3u8?cdn=FifastbLive
赛事咪咕播28,http://111.22.153.159:35455/itv/3000000010000011518.m3u8?cdn=FifastbLive
赛事咪咕播29,http://111.22.153.159:35455/itv/3000000010000011763.m3u8?cdn=FifastbLive
赛事咪咕播30,http://111.22.153.159:35455/itv/3000000010000011873.m3u8?cdn=FifastbLive
赛事咪咕播31,http://111.22.153.159:35455/itv/3000000010000012398.m3u8?cdn=FifastbLive
赛事咪咕播32,http://111.22.153.159:35455/itv/3000000010000012450.m3u8?cdn=FifastbLive
赛事咪咕播33,http://111.22.153.159:35455/itv/3000000010000012558.m3u8?cdn=FifastbLive
赛事咪咕播34,http://111.22.153.159:35455/itv/3000000010000012616.m3u8?cdn=FifastbLive
赛事咪咕播35,http://111.22.153.159:35455/itv/3000000010000015470.m3u8?cdn=FifastbLive
赛事咪咕播36,http://111.22.153.159:35455/itv/3000000010000015560.m3u8?cdn=FifastbLive
赛事咪咕播37,http://111.22.153.159:35455/itv/3000000010000017389.m3u8?cdn=FifastbLive
赛事咪咕播38,http://111.22.153.159:35455/itv/3000000010000017678.m3u8?cdn=FifastbLive
赛事咪咕播39,http://111.22.153.159:35455/itv/3000000010000017997.m3u8?cdn=FifastbLive
赛事咪咕播40,http://111.22.153.159:35455/itv/3000000010000019380.m3u8?cdn=FifastbLive
赛事咪咕播41,http://111.22.153.159:35455/itv/3000000010000019839.m3u8?cdn=FifastbLive
赛事咪咕播42,http://111.22.153.159:35455/itv/3000000010000020168.m3u8?cdn=FifastbLive
赛事咪咕播43,http://111.22.153.159:35455/itv/3000000010000021904.m3u8?cdn=FifastbLive
赛事咪咕播44,http://111.22.153.159:35455/itv/3000000010000023434.m3u8?cdn=FifastbLive
赛事咪咕播45,http://111.22.153.159:35455/itv/3000000010000024205.m3u8?cdn=FifastbLive
赛事咪咕播46,http://111.22.153.159:35455/itv/3000000010000024691.m3u8?cdn=FifastbLive
赛事咪咕播47,http://111.22.153.159:35455/itv/3000000010000025380.m3u8?cdn=FifastbLive
赛事咪咕播48,http://111.22.153.159:35455/itv/3000000010000025943.m3u8?cdn=FifastbLive
赛事咪咕播49,http://111.22.153.159:35455/itv/3000000010000027318.m3u8?cdn=FifastbLive
赛事咪咕播50,http://111.22.153.159:35455/itv/3000000010000027638.m3u8?cdn=FifastbLive
赛事咪咕播51,http://111.22.153.159:35455/itv/3000000010000027691.m3u8?cdn=FifastbLive
赛事咪咕播52,http://111.22.153.159:35455/itv/3000000010000031669.m3u8?cdn=FifastbLive
赛事咪咕播53,http://111.22.153.159:35455/itv/3000000010000032106.m3u8?cdn=FifastbLive
赛事咪咕壹4K,http://111.22.153.159:35455/itv/3000000010000005180.m3u8?cdn=FifastbLive
赛事咪咕贰4K,http://111.22.153.159:35455/itv/3000000010000015686.m3u8?cdn=FifastbLive
赛事睛彩竞技,http://nhljz.net:35455/itv/3000000020000011528.m3u8?cdn=FifastbLive
赛事睛彩竞技,http://nhljz.net:35455/itv/3000000020000011530.m3u8?cdn=FifastbLive
赛事睛彩篮球,http://nhljz.net:35455/itv/3000000020000011529.m3u8?cdn=FifastbLive
赛事睛彩篮球,http://nhljz.net:35455/itv/3000000020000011531.m3u8?cdn=FifastbLive
赛事咪咕播01,http://nhljz.net:35455/itv/3000000001000005308.m3u8?cdn=FifastbLive
赛事咪咕播02,http://nhljz.net:35455/itv/3000000001000005969.m3u8?cdn=FifastbLive
赛事咪咕播03,http://nhljz.net:35455/itv/3000000001000007218.m3u8?cdn=FifastbLive
赛事咪咕播04,http://nhljz.net:35455/itv/3000000001000008001.m3u8?cdn=FifastbLive
